ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,ACC-X-Ring3,ACC-Y-Ring3,ACC-Z-Ring3,GYRO-X-Ring3,GYRO-Y-Ring3,GYRO-Z-Ring3,TEST
4.48,-5.0,25.6,61.13,-6.79,100.0,5.02,-3.36,18.54,79.64,-50.29,82.67,-5.81,20.25,-4.07,-5.47,45.26,4.93,4
3.79,2.38,20.99,26.76,-2.44,78.91,4.56,-5.36,18.27,28.12,-35.99,73.83,-5.96,19.53,-3.42,3.22,19.68,0.39,4
3.28,0.54,20.14,24.41,0.39,63.18,4.12,-5.98,19.36,16.11,-23.19,56.05,-4.97,19.3,-2.52,-0.73,6.74,-1.71,4
3.87,2.08,21.01,8.94,-12.35,43.9,6.53,-5.26,20.13,4.35,-23.14,34.96,-5.22,18.94,-1.72,-0.0,4.44,-2.69,4
3.55,2.24,20.96,6.64,-4.44,18.02,6.22,-4.25,19.22,-10.94,-10.21,9.57,-5.84,18.64,-2.34,-3.47,3.56,-4.2,4
4.31,-0.08,20.82,-2.05,-2.98,6.2,5.56,-7.17,18.52,-7.18,-6.45,5.32,-5.05,19.24,-1.52,2.98,-1.22,-2.0,4
5.17,-1.2,20.97,-2.54,-1.86,3.81,5.79,-8.44,18.9,-3.91,1.32,3.71,-5.65,19.7,-2.28,2.73,2.69,-2.44,4
3.71,-1.28,20.16,-1.17,2.59,4.1,5.35,-7.1,18.48,-0.59,1.61,-0.34,-5.55,19.56,-2.03,5.86,3.66,-0.59,4
4.63,-1.6,20.83,-3.47,-0.83,-2.78,5.65,-8.35,18.37,-1.9,0.1,-0.98,-5.59,19.36,-1.93,2.29,2.78,-3.61,4
4.42,-2.08,20.91,-3.08,0.0,1.46,6.0,-7.98,18.72,0.2,-0.98,3.47,-5.75,19.22,-1.88,-0.44,6.59,-1.76,4
3.92,-1.03,20.71,1.66,-0.88,1.81,5.32,-8.42,18.89,-2.49,-2.98,3.17,-5.93,19.63,-2.11,0.68,6.93,-1.81,4
-0.3,-8.19,19.21,-21.44,27.15,-65.43,-0.19,-20.48,14.16,-8.06,5.13,-7.67,-7.78,19.55,9.52,9.08,-8.2,-1.32,5
-0.75,-10.51,18.64,-14.4,11.91,-32.32,0.16,-19.04,14.04,10.45,-15.92,23.19,-8.75,14.62,8.61,-20.02,31.49,1.66,5
0.42,-11.6,18.76,-7.67,18.65,-11.62,2.99,-18.2,14.93,21.04,-37.21,27.1,-8.93,18.14,7.36,-8.3,51.66,10.94,5
0.91,-15.34,18.47,3.22,1.81,1.17,2.4,-11.5,15.46,45.61,-35.01,30.76,-7.89,17.04,2.89,0.44,61.57,12.6,5
-0.38,-14.29,17.73,10.55,-6.74,29.39,2.68,-6.72,18.52,34.86,-42.82,40.28,-8.44,18.52,-2.25,8.45,69.97,13.82,5
1.68,-11.87,18.79,23.83,-22.12,38.23,5.46,-4.45,20.98,15.33,-43.51,28.13,-9.52,18.9,-5.58,-1.17,52.83,21.44,5
1.02,-6.27,18.91,43.8,-20.65,45.21,6.79,-6.4,21.61,2.64,-15.87,8.25,-10.06,20.09,-4.66,0.98,28.42,9.72,5
0.85,-1.09,20.39,34.72,-23.54,52.1,5.78,-7.93,19.65,-2.78,-2.73,-0.39,-7.89,18.83,-2.61,-0.1,8.06,2.05,5
2.18,2.45,22.44,19.04,-32.47,40.04,4.52,-9.7,18.6,-10.06,3.32,-2.54,-7.55,19.38,-1.3,-4.59,-3.17,-3.47,5
3.0,1.08,23.12,1.66,-11.72,13.57,4.23,-9.7,17.78,-17.29,-7.62,-1.17,-7.35,20.34,-0.92,3.86,-1.42,-4.74,5
3.13,-1.44,21.48,-0.54,-3.71,0.83,4.22,-10.06,17.76,1.27,2.05,4.2,-7.13,18.75,-1.38,3.56,1.03,-2.54,5
2.52,-3.25,20.95,-6.3,3.17,-2.2,3.46,-9.54,17.76,-0.05,-1.81,2.44,-8.11,17.39,-0.68,8.59,5.18,-1.27,5
2.5,-3.29,20.54,-9.67,-3.47,-1.9,4.24,-9.38,18.09,3.95,-2.2,1.27,-7.64,17.79,-1.26,4.05,5.76,-0.49,5
3.03,-3.42,21.24,1.12,2.44,2.64,4.32,-9.67,17.78,2.54,0.54,0.88,-7.77,18.44,-1.29,-0.88,3.81,-2.49,5
1.86,-3.9,20.78,2.83,-0.34,2.1,4.37,-9.99,18.17,-0.98,0.34,4.49,-7.95,19.57,-0.96,3.66,5.37,-1.86,5
2.16,-3.36,20.85,4.88,-1.22,1.86,3.66,-9.84,18.07,-1.71,-0.59,1.46,-8.19,17.9,-1.14,3.08,4.39,0.59,5
2.28,-3.61,20.5,1.27,0.78,1.86,4.32,-9.73,18.41,-0.83,-3.08,4.74,-8.11,17.76,-1.32,-2.0,8.15,0.63,5
2.64,-3.66,20.95,-0.78,0.0,4.83,4.64,-9.14,18.04,1.95,-0.73,1.32,-7.78,18.8,-1.62,2.29,3.86,-1.81,5
2.18,-3.55,20.86,1.66,-3.37,2.98,4.38,-9.91,18.51,0.63,0.15,0.24,-7.94,18.72,-0.7,-5.81,4.64,-1.07,5
2.62,-3.24,21.25,1.66,-3.81,5.86,4.39,-9.59,18.36,-0.73,-5.66,0.59,-7.56,18.08,-1.01,1.86,2.2,0.73,5
2.77,-4.3,20.9,1.17,-2.59,1.12,4.77,-10.6,17.96,-1.32,-0.59,0.83,-8.0,18.81,-2.41,5.13,4.3,-1.03,6
2.84,-4.16,20.83,0.24,-2.0,1.66,4.38,-10.43,17.73,-2.05,-1.17,-1.12,-7.55,18.65,-2.41,1.86,2.29,1.61,6
2.97,-4.92,20.55,-0.49,-2.15,3.22,4.24,-10.05,17.58,-2.78,3.08,-2.29,-7.49,18.1,-2.23,-2.78,2.78,3.52,6
3.0,-4.52,20.78,0.2,-1.17,1.12,7.38,-9.55,17.88,-9.47,11.87,-16.5,-8.39,18.04,-2.9,2.64,-15.48,8.69,6
2.74,-4.47,20.62,-0.34,-2.54,0.1,9.64,-5.59,19.48,-2.05,66.46,-109.08,-15.31,16.73,-7.07,19.58,-69.24,13.18,6
2.48,-4.98,20.08,2.64,0.63,1.9,7.4,-8.68,18.62,-84.72,107.86,-201.66,-7.22,19.71,-10.29,86.03,-168.31,21.78,6
3.73,-1.89,21.4,31.25,11.08,-8.54,0.3,-22.53,14.56,-113.43,60.99,-99.56,10.26,21.28,-2.18,-47.36,-141.11,9.23,6
1.91,2.5,21.25,21.39,12.74,-80.96,3.35,-17.42,13.2,-48.73,23.29,-40.23,-5.85,13.43,2.81,-38.43,-52.44,-12.4,6
4.74,8.2,23.06,-55.27,6.2,-231.59,6.18,-15.61,13.51,-17.77,-11.13,-27.0,-6.44,16.37,6.41,-10.89,-16.6,3.66,6
8.31,-15.18,19.6,-161.87,21.34,-145.41,6.35,-18.94,13.42,6.25,-10.69,12.21,-3.3,18.22,7.26,0.59,12.11,9.33,6
4.56,-12.49,18.18,-33.5,2.44,-45.65,3.35,-18.2,14.54,19.19,-19.78,102.98,0.21,15.23,6.4,20.75,57.96,46.68,6
3.77,-10.97,17.29,-15.58,-21.39,-25.78,7.81,-9.49,15.76,69.68,-68.07,86.77,-4.49,24.32,1.08,26.03,118.75,10.35,6
6.2,-13.3,16.32,0.24,-10.45,5.57,6.15,-13.39,16.53,39.16,-61.87,110.79,-2.13,23.72,-0.19,15.87,112.79,-2.1,6
3.7,-17.41,18.6,-5.22,14.21,98.34,5.79,-8.48,17.22,30.42,-71.19,102.1,-3.67,19.53,-1.45,-31.01,113.18,-6.4,6
7.53,-9.59,16.82,53.47,-83.45,111.87,6.93,-9.36,19.48,13.48,-57.91,67.19,-7.61,16.2,-3.06,47.31,128.81,-19.04,6
6.91,-12.08,21.09,17.33,-33.84,108.06,6.34,-9.14,18.23,19.38,-19.87,28.13,-7.54,16.55,-4.22,3.42,46.09,-12.16,6
7.15,-3.37,18.99,48.53,-29.49,120.65,6.06,-9.9,19.05,-5.22,-11.38,8.15,-6.59,20.6,-5.34,-10.69,14.21,-2.29,6
4.57,-1.36,21.91,25.05,-32.03,92.68,5.44,-11.14,18.03,-10.11,-2.78,1.71,-6.38,20.82,-3.4,5.27,1.46,-1.03,6
3.42,-0.38,19.46,24.66,3.71,45.36,5.33,-11.62,17.77,-3.32,-1.76,-0.68,-5.51,19.96,-2.85,11.38,-1.27,1.37,6
4.41,-2.18,21.4,-3.86,-11.72,9.72,5.3,-11.15,18.05,-5.18,2.1,-3.47,-5.98,18.54,-3.54,-0.2,0.1,1.32,6
-5.15,1.95,19.82,2.78,-8.98,-0.78,1.41,1.99,20.68,3.95,-0.39,0.83,-17.72,13.09,4.29,89.31,-60.55,38.28,7
-7.42,5.62,20.76,12.01,-32.42,-2.73,1.65,2.0,20.97,-1.66,-0.59,4.98,-9.91,18.14,3.58,48.24,-121.78,23.34,7
-3.54,2.88,20.98,23.83,-28.91,0.78,1.08,1.61,20.99,0.73,-3.08,3.32,-10.72,13.49,3.23,-7.03,-105.57,2.0,7
2.11,9.39,20.49,28.86,-34.91,-76.32,1.09,2.01,20.53,9.72,-3.47,-4.35,-9.84,12.87,4.31,13.92,-87.16,-9.33,7
-1.39,3.98,21.68,-23.78,25.0,-112.01,1.13,1.49,20.59,-2.34,1.12,-1.76,-4.16,14.04,4.89,17.38,-109.37,-7.76,7
-3.36,2.39,20.99,-22.75,-9.37,-97.07,1.41,1.92,20.69,-1.86,1.51,-0.39,1.06,22.52,6.69,35.94,-64.55,23.44,7
-3.95,7.38,20.04,-12.35,-23.83,-120.9,2.0,2.54,20.69,1.56,0.93,-1.56,-1.43,14.59,6.17,10.99,-25.49,21.04,7
2.52,7.72,21.62,-25.93,-43.02,-130.32,1.27,2.33,20.96,5.08,-3.96,1.86,-0.36,18.84,5.65,4.69,-3.76,17.53,7
1.57,-9.55,21.36,-18.21,-54.64,-66.46,1.04,2.43,20.72,6.3,-2.98,3.17,2.31,19.88,6.75,29.3,58.4,5.42,7
5.35,-5.15,21.4,12.26,-65.04,-33.94,0.09,2.95,20.27,1.95,-0.98,2.64,-4.41,27.62,3.25,42.58,117.14,-37.94,7
6.69,-3.98,20.79,16.16,-41.7,-5.18,1.3,2.41,20.48,-0.68,-5.76,0.63,-5.04,32.46,0.41,-21.92,136.62,-18.85,7
6.94,-1.73,21.08,11.38,26.9,80.08,1.42,3.43,20.34,2.34,-0.39,0.15,-5.49,17.28,0.77,-94.04,131.69,36.72,7
6.5,-4.67,20.02,55.32,8.5,113.96,1.29,2.74,20.47,1.95,-0.83,1.95,-4.72,20.6,2.54,-43.41,110.4,11.57,7
6.37,0.63,19.17,54.1,2.34,149.27,1.33,3.07,20.15,-1.42,3.86,1.32,-11.71,15.58,2.9,-46.44,74.9,-11.72,7
3.29,4.31,21.44,50.15,24.02,130.57,1.41,2.81,20.38,-0.73,0.59,2.93,-9.07,18.0,3.39,-33.5,25.49,-0.05,7
-1.34,4.48,22.65,10.84,40.53,112.26,2.23,2.58,20.7,0.44,-2.78,2.2,-11.12,15.01,5.28,-29.25,1.9,-2.78,7
0.34,3.64,20.21,34.13,41.55,77.34,2.77,2.42,20.92,0.83,-2.15,-0.93,-8.8,17.72,6.39,-11.62,5.96,-9.81,7
-0.19,2.72,22.55,-15.09,-9.81,21.97,2.17,2.56,20.85,-0.73,-0.68,0.1,-9.77,16.63,7.44,-10.25,5.62,-9.08,7
-3.38,1.34,21.69,-3.03,-2.44,3.66,2.07,1.91,20.83,1.42,-2.73,-0.59,-9.52,16.67,7.84,9.13,4.64,-6.69,7
-2.04,0.07,20.97,-2.39,12.06,6.1,1.79,2.15,20.55,1.03,-0.39,-0.83,-13.15,14.72,6.98,9.28,12.4,-5.62,7
7.57,-9.18,21.36,-39.31,0.34,-21.53,8.25,-7.27,19.22,37.4,-17.33,48.73,-4.57,14.3,11.43,-7.81,50.98,13.09,8
4.48,-20.54,19.08,-40.77,-71.63,0.15,6.01,-6.57,18.67,38.09,0.78,60.94,-3.88,17.09,9.9,-15.82,67.92,10.01,8
6.06,-10.24,17.55,19.09,7.03,40.14,6.39,-10.16,19.52,31.64,-20.21,91.16,-3.47,11.46,7.81,-32.08,94.78,23.29,8
7.14,-8.66,19.85,28.47,-15.62,52.49,9.28,-10.03,19.2,60.06,-7.67,81.84,-5.7,2.49,5.21,-54.69,124.66,29.79,8
7.26,-8.8,18.63,32.13,-13.72,76.51,5.62,4.61,17.0,60.3,-6.45,105.27,-9.75,21.68,2.99,-57.57,103.96,24.12,8
7.9,-13.02,15.06,57.86,-3.17,103.47,9.62,4.58,20.53,23.58,-9.96,44.92,-10.87,17.19,1.57,-1.81,43.16,21.39,8
9.22,-9.54,15.05,85.2,12.89,95.65,6.55,1.92,20.26,2.69,10.6,3.86,-10.11,16.88,2.93,-5.86,15.14,-8.15,8
7.24,4.23,19.51,-2.93,-28.47,102.49,5.45,0.43,19.43,-9.03,3.08,-2.29,-10.56,13.96,4.31,-10.35,-2.05,-5.32,8
7.6,4.81,21.33,25.15,-16.26,41.7,5.43,-1.53,19.95,-5.27,-0.63,1.07,-10.41,16.77,6.26,-18.99,4.0,-1.46,8
4.97,1.33,20.49,4.88,13.53,3.32,5.91,0.41,20.1,6.2,4.93,9.57,-10.09,18.45,5.59,2.93,8.4,-2.1,8
3.86,-0.72,19.84,-7.23,8.06,-3.81,5.0,0.68,19.87,5.03,8.3,-1.9,-11.23,15.55,5.2,5.57,3.86,-5.52,8
3.64,-2.19,20.18,-3.91,0.24,1.76,5.29,1.21,20.28,4.83,4.69,2.25,-11.66,16.08,5.37,0.34,8.15,-2.64,8
4.85,-0.25,21.04,6.74,1.22,9.91,4.65,0.55,20.18,-0.15,-1.66,-2.54,-11.63,16.28,5.52,1.66,1.22,-1.95,8
4.37,-0.01,20.48,4.2,6.69,0.34,5.25,0.49,20.03,1.46,-4.1,-3.12,-11.5,16.4,5.48,4.35,1.42,1.56,8
4.55,0.25,20.81,4.69,-2.2,4.2,4.77,1.6,19.59,3.81,0.0,-4.3,-11.1,15.59,4.98,10.94,0.83,-1.37,8
3.8,-0.59,20.78,0.98,-2.34,-2.25,4.8,1.35,19.97,1.42,4.1,-0.73,-10.99,16.28,4.75,-6.64,3.76,-1.46,8
3.83,-0.4,20.63,1.56,-4.15,-2.1,4.8,1.24,19.85,-1.17,-2.59,0.29,-11.02,17.09,4.66,3.86,1.37,0.29,8
3.98,0.63,20.46,5.96,0.29,-4.0,4.51,1.43,19.92,-1.76,-1.27,-0.29,-11.07,16.87,4.66,5.08,0.2,-0.15,8
4.05,0.38,20.57,0.05,4.74,2.54,5.14,0.08,20.53,-4.93,-1.22,0.68,-11.36,16.97,5.49,1.17,-2.88,-0.29,8
3.7,0.32,20.44,-0.2,-3.17,0.88,5.28,0.32,20.37,0.68,-2.1,3.17,-10.79,16.63,5.9,2.54,0.88,0.29,8
3.99,0.85,20.86,4.98,4.88,-114.65,8.08,-0.56,20.17,-61.96,-8.79,-90.53,-2.35,19.26,4.25,119.58,-75.44,-20.21,9
5.16,-1.8,20.69,-55.32,-0.63,-86.67,3.9,-0.96,17.55,-45.02,12.21,-141.41,-4.61,19.13,5.07,45.31,-40.87,4.79,9
1.47,-1.33,20.1,-22.51,22.07,-133.98,7.67,-2.44,19.28,-71.24,-7.32,-162.5,-5.68,18.88,5.11,29.74,-14.16,-6.4,9
2.46,-1.76,18.79,-50.05,7.52,-141.8,7.2,-8.91,21.25,-16.89,-13.67,-40.62,-4.52,19.28,4.88,-12.26,24.9,1.22,9
5.81,-7.29,20.95,6.59,-1.46,-39.84,3.68,-7.0,18.33,-32.52,-25.15,-25.73,-7.01,19.47,3.67,-37.89,53.71,0.83,9
3.9,-6.27,17.22,-16.55,-14.99,-25.44,7.01,-10.15,18.49,10.25,-18.7,29.3,-4.57,19.61,3.21,-10.21,84.62,-6.15,9
5.98,-9.86,18.81,8.84,-24.32,31.15,8.91,-6.02,19.43,47.27,-9.08,49.95,-7.52,18.71,0.52,-67.53,109.86,7.42,9
